id	filename	md5	size	state
662e22c8-734b-44eb-9307-8e87e4cf9f40	662e22c8-734b-44eb-9307-8e87e4cf9f40/fdae20c7-936d-48d9-b652-957a7bf31057.wxs.aliquot_ensemble_masked.maf.gz	9c03e0370b2d14d0ba94495fb2c93936	14572	validated
66a56595-dbef-46d5-8def-1f0697fa3513	66a56595-dbef-46d5-8def-1f0697fa3513/5789d365-9bbc-43f3-8643-615ee46784a4.wxs.aliquot_ensemble_masked.maf.gz	5297de8c7820a05d94a7a0c1a837945d	12353	validated
67528542-aba4-4ac0-9c9e-a1dfabd82d48	67528542-aba4-4ac0-9c9e-a1dfabd82d48/737f251c-aee4-481a-8bd1-0e3976f39621.wxs.aliquot_ensemble_masked.maf.gz	1a78236d67a5b267bf161c0a03387c01	17020	validated
693ceba5-0e28-49d7-9e2a-7cf92f6ad55e	693ceba5-0e28-49d7-9e2a-7cf92f6ad55e/7a39ecc7-73cc-4290-b0e4-038a0e67dbc8.wxs.aliquot_ensemble_masked.maf.gz	e9eee3aa401fa61ecae0a827624c8376	20494	validated
6998902f-5f71-4693-9ff4-cc4a1cb43df8	6998902f-5f71-4693-9ff4-cc4a1cb43df8/0c789899-44b3-4442-8916-aa787df430a1.wxs.aliquot_ensemble_masked.maf.gz	123aefdc7f74b56caa0a02bdcce9cd35	8643	validated
69d5fbda-c9be-4e9f-baa1-bfe77f348fe1	69d5fbda-c9be-4e9f-baa1-bfe77f348fe1/97d0f607-00ec-49e4-a172-266c5c4ce1c9.wxs.aliquot_ensemble_masked.maf.gz	6b6066617a5218e8b228d44be71628c1	10939	validated
6a1b5319-8b32-4f26-9630-0811f70b68ae	6a1b5319-8b32-4f26-9630-0811f70b68ae/ca21b1f3-e527-4d40-baaf-4fa1e7d28978.wxs.aliquot_ensemble_masked.maf.gz	0bdb73fe60a7ca7dffbac6ad350cc3b3	8477	validated
6b03969c-a6c4-4935-9421-6b30a70d6a2d	6b03969c-a6c4-4935-9421-6b30a70d6a2d/091465aa-a2ff-4873-b16c-573be14804ec.wxs.aliquot_ensemble_masked.maf.gz	aae1fb5b3d809dd8cc023704836be0e9	1141	validated
6c72bc97-c239-405e-8c2d-7f43b1a393b6	6c72bc97-c239-405e-8c2d-7f43b1a393b6/a69ccff6-de78-4a4e-b20d-a44dcc21c245.wxs.aliquot_ensemble_masked.maf.gz	99a257ded7eb539bd3078faa3f9c7175	20376	validated
6f6f5342-595f-4072-9e01-57e80be69e7a	6f6f5342-595f-4072-9e01-57e80be69e7a/4463ce3a-f447-432a-8784-039f207fb94c.wxs.aliquot_ensemble_masked.maf.gz	fc836637090fd7dc6b19a274224d354a	9644	validated
70430a39-8190-499c-82e1-8e056b6dc328	70430a39-8190-499c-82e1-8e056b6dc328/12c9ec9c-a23f-4fd4-baab-aa6671161ac9.wxs.aliquot_ensemble_masked.maf.gz	4cb8b965d97b3494e97bd67f7ccc269e	1143	validated
709f07fd-885b-4058-b787-739bfe34aac8	709f07fd-885b-4058-b787-739bfe34aac8/d3507a16-a889-4ee9-8fee-15ffa4b027af.wxs.aliquot_ensemble_masked.maf.gz	b458aa1662cc4047a277a8d5d2b0cdd9	12087	validated
75981c03-7c94-489f-bff8-4f791befaa2c	75981c03-7c94-489f-bff8-4f791befaa2c/0f1bd4d4-df05-459b-b797-fc69ff7cefe2.wxs.aliquot_ensemble_masked.maf.gz	a94f038a357c32a8df88c92c502a51aa	9807	validated
764d5697-66d7-4ece-b864-e7d8cb005343	764d5697-66d7-4ece-b864-e7d8cb005343/b247c0f4-9e24-4a2a-86b4-5693ada0d6f2.wxs.aliquot_ensemble_masked.maf.gz	c02b71c82a02b9c754afd8a8313075fb	15558	validated
7a3d2c25-512d-47f9-b105-b6f0e0aced28	7a3d2c25-512d-47f9-b105-b6f0e0aced28/00a57267-c5db-4b90-a863-8fcbd2f0e41b.wxs.aliquot_ensemble_masked.maf.gz	5c3003f196a2a99095344a3f5df4b7f8	9852	validated
7b043db9-79ce-489c-8452-89786f97e075	7b043db9-79ce-489c-8452-89786f97e075/490372ad-5f29-48c7-8f71-f31c3ac51525.wxs.aliquot_ensemble_masked.maf.gz	3c33d0e7998f3e2f157f6f1ed24ac801	17445	validated
7e4b1a20-a086-45ad-ba71-c921de28ef59	7e4b1a20-a086-45ad-ba71-c921de28ef59/b08c7353-c0a9-41a7-a4e6-3ef3cf3a4aaf.wxs.aliquot_ensemble_masked.maf.gz	1b105d7fcefea2377b1320dc904a7621	7442	validated
7f65e457-31a9-4f53-a1f9-a3e1b8053384	7f65e457-31a9-4f53-a1f9-a3e1b8053384/12043806-c9a8-4c68-96e4-3ab74928a6eb.wxs.aliquot_ensemble_masked.maf.gz	1a5941c29751003bea39bae382268c8b	6621	validated
817932c5-6caa-43b9-a61a-37523d321d97	817932c5-6caa-43b9-a61a-37523d321d97/98e1696d-61b1-441a-a82a-6bba1c786d73.wxs.aliquot_ensemble_masked.maf.gz	97c84e7cd6aef73e815d222fc6707fe0	15923	validated
81b603ec-78d0-4e2a-888a-ff71f0cc9b9b	81b603ec-78d0-4e2a-888a-ff71f0cc9b9b/07d1455b-0a69-437b-bed4-5b1dca953add.wxs.aliquot_ensemble_masked.maf.gz	cb945aafc300967a358f98721eafe871	11874	validated
81f1e3be-00ac-416e-aa40-3aeb53a5cb5d	81f1e3be-00ac-416e-aa40-3aeb53a5cb5d/af669fcb-e0eb-4675-ad78-6321bf582d42.wxs.aliquot_ensemble_masked.maf.gz	67d6adef99671d2c37060663b2b65090	9670	validated
852a1ccb-62e8-4309-831d-3a051fa54398	852a1ccb-62e8-4309-831d-3a051fa54398/48ed5c07-cee0-4599-8de8-353791feb96c.wxs.aliquot_ensemble_masked.maf.gz	932de95b1bd1f230bf168d6fdbb0d6ca	3843	validated
8576aa4f-60d7-487c-9b24-cf7bf9755212	8576aa4f-60d7-487c-9b24-cf7bf9755212/927240ac-148d-4c86-8685-8f9430781359.wxs.aliquot_ensemble_masked.maf.gz	1980dcdd6d5f6f16fb62925825c1fe94	10225	validated
87cb5f72-b0e4-4327-aeb8-45af0ea72e19	87cb5f72-b0e4-4327-aeb8-45af0ea72e19/7d5a10b7-9667-4fe8-8dc6-87aa5c2ee330.wxs.aliquot_ensemble_masked.maf.gz	9a97481f17dc9ab85cdf41ed15bdf5fe	4822	validated
87d3ee42-a4f0-44e7-a15d-1fe4546173c7	87d3ee42-a4f0-44e7-a15d-1fe4546173c7/0422a840-45db-453f-b90c-b7e665acf6a7.wxs.aliquot_ensemble_masked.maf.gz	688750779848c3050c8b969e76442004	9412	validated
88185fd8-6622-477d-9778-2e49888bb2fd	88185fd8-6622-477d-9778-2e49888bb2fd/ee7e5caa-fb4a-4c31-9a23-c9c08b2b8956.wxs.aliquot_ensemble_masked.maf.gz	99ffba0d9386dcd49de4cb8ca23c183b	8393	validated
8d3f89f3-2aa3-40b4-9a1a-420f6d68a739	8d3f89f3-2aa3-40b4-9a1a-420f6d68a739/fbaa78b0-cb28-4713-be63-bbf1281383d7.wxs.aliquot_ensemble_masked.maf.gz	2be3bfdd3a89844d3997607a9a6b4eb3	11584	validated
8f640b88-f80d-4d3a-ba5a-e3e358626ec0	8f640b88-f80d-4d3a-ba5a-e3e358626ec0/2444ef4e-ab50-4a71-93ee-1c782093eed1.wxs.aliquot_ensemble_masked.maf.gz	6f2cf6c8206e144c37ca27e706fb20f3	9258	validated
8f95f8fb-3471-4289-9731-84610510cffc	8f95f8fb-3471-4289-9731-84610510cffc/32414d70-108e-442f-b91a-00fdda6f9a52.wxs.aliquot_ensemble_masked.maf.gz	28c3016cc4cea74785930ef88a3ba8b9	15797	validated
90730caf-5c60-4450-9fe1-8ca568104057	90730caf-5c60-4450-9fe1-8ca568104057/f6a46582-08e5-4cdc-a11c-ecccce020204.wxs.aliquot_ensemble_masked.maf.gz	882e08f4f91d6e057cb966c7e5558520	4623	validated
91d70c3d-b937-457e-ad35-5b61e75419ae	91d70c3d-b937-457e-ad35-5b61e75419ae/5ec6cce6-a9bb-455b-bd46-0ab873806b9f.wxs.aliquot_ensemble_masked.maf.gz	5dc1f8c10a0ccaee32b5ee824d68dd07	28572	validated
95b16a67-de8e-45a9-b76a-d8f204f8ee1c	95b16a67-de8e-45a9-b76a-d8f204f8ee1c/1814fc36-6360-4f50-8606-21659f5539c8.wxs.aliquot_ensemble_masked.maf.gz	6bc1d8fabfda526418e6f37e15046d57	6965	validated
